PassageiroId,Idade,FaixaEtaria,Classe,PortoEmbarqueNum,ParentesIrmao,ParentesFilhos,SexoNum,SaudacaoNum,PassagemPreco,FamiliaQtde,EstaSozinho,TemCabine,Sobreviventes
296,,,1,2,0,0,1,0,27.7208,0,1.0,0.0,0
297,23.5,6.0,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
298,2.0,2.0,1,1,1,2,0,2,151.55,3,0.0,1.0,0
299,,,1,1,0,0,1,0,30.5,0,1.0,1.0,1
300,50.0,12.0,1,2,0,1,0,1,247.5208,1,0.0,1.0,1
301,,,3,3,0,0,0,2,7.75,0,1.0,0.0,1
302,,,3,3,2,0,1,0,23.25,2,0.0,0.0,1
303,19.0,5.0,3,1,0,0,1,0,0.0,0,1.0,0.0,0
304,,,2,3,0,0,0,2,12.35,0,1.0,1.0,1
305,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
306,0.92,1.0,1,1,1,2,1,3,151.55,3,0.0,1.0,1
307,,,1,2,0,0,0,2,110.8833,0,1.0,0.0,1
308,17.0,5.0,1,2,1,0,0,1,108.9,1,0.0,1.0,1
309,30.0,8.0,2,2,1,0,1,0,24.0,1,0.0,0.0,0
310,30.0,8.0,1,2,0,0,0,2,56.9292,0,1.0,1.0,1
311,24.0,6.0,1,2,0,0,0,2,83.1583,0,1.0,1.0,1
312,18.0,5.0,1,2,2,2,0,2,262.375,4,0.0,1.0,1
313,26.0,7.0,2,1,1,1,0,1,26.0,2,0.0,0.0,0
314,28.0,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
315,43.0,10.0,2,1,1,1,1,0,26.25,2,0.0,0.0,0
316,26.0,7.0,3,1,0,0,0,2,7.8542,0,1.0,0.0,1
317,24.0,6.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
318,54.0,12.0,2,1,0,0,1,6,14.0,0,1.0,0.0,0
319,31.0,8.0,1,1,0,2,0,2,164.8667,2,0.0,1.0,1
320,40.0,10.0,1,2,1,1,0,1,134.5,2,0.0,1.0,1
321,22.0,6.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
322,27.0,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
323,30.0,8.0,2,3,0,0,0,2,12.35,0,1.0,0.0,1
324,22.0,6.0,2,1,1,1,0,1,29.0,2,0.0,0.0,1
325,,,3,1,8,2,1,0,69.55,10,0.0,0.0,0
326,36.0,9.0,1,2,0,0,0,2,135.6333,0,1.0,1.0,1
327,61.0,14.0,3,1,0,0,1,0,6.2375,0,1.0,0.0,0
328,36.0,9.0,2,1,0,0,0,1,13.0,0,1.0,1.0,1
329,31.0,8.0,3,1,1,1,0,1,20.525,2,0.0,0.0,1
330,16.0,5.0,1,2,0,1,0,2,57.9792,1,0.0,1.0,1
331,,,3,3,2,0,0,2,23.25,2,0.0,0.0,1
332,45.5,11.0,1,1,0,0,1,0,28.5,0,1.0,1.0,0
333,38.0,9.0,1,1,0,1,1,0,153.4625,1,0.0,1.0,0
334,16.0,5.0,3,1,2,0,1,0,18.0,2,0.0,0.0,0
335,,,1,1,1,0,0,1,133.65,1,0.0,0.0,1
336,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
337,29.0,7.0,1,1,1,0,1,0,66.6,1,0.0,1.0,0
338,41.0,10.0,1,2,0,0,0,2,134.5,0,1.0,1.0,1
339,45.0,11.0,3,1,0,0,1,0,8.05,0,1.0,0.0,1
340,45.0,11.0,1,1,0,0,1,0,35.5,0,1.0,1.0,0
341,2.0,2.0,2,1,1,1,1,3,26.0,2,0.0,1.0,1
342,24.0,6.0,1,1,3,2,0,2,263.0,5,0.0,1.0,1
343,28.0,7.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
344,25.0,7.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
345,36.0,9.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
346,24.0,6.0,2,1,0,0,0,2,13.0,0,1.0,1.0,1
347,40.0,10.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
348,,,3,1,1,0,0,1,16.1,1,0.0,0.0,1
349,3.0,2.0,3,1,1,1,1,3,15.9,2,0.0,0.0,1
350,42.0,10.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
351,23.0,6.0,3,1,0,0,1,0,9.225,0,1.0,0.0,0
352,,,1,1,0,0,1,0,35.0,0,1.0,1.0,0
353,15.0,5.0,3,2,1,1,1,0,7.2292,2,0.0,0.0,0
354,25.0,7.0,3,1,1,0,1,0,17.8,1,0.0,0.0,0
355,,,3,2,0,0,1,0,7.225,0,1.0,0.0,0
356,28.0,7.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
357,22.0,6.0,1,1,0,1,0,2,55.0,1,0.0,1.0,1
358,38.0,9.0,2,1,0,0,0,2,13.0,0,1.0,0.0,0
359,,,3,3,0,0,0,2,7.8792,0,1.0,0.0,1
360,,,3,3,0,0,0,2,7.8792,0,1.0,0.0,1
361,40.0,10.0,3,1,1,4,1,0,27.9,5,0.0,0.0,0
362,29.0,7.0,2,2,1,0,1,0,27.7208,1,0.0,0.0,0
363,45.0,11.0,3,2,0,1,0,1,14.4542,1,0.0,0.0,0
364,35.0,9.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
365,,,3,3,1,0,1,0,15.5,1,0.0,0.0,0
366,30.0,8.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
367,60.0,14.0,1,2,1,0,0,1,75.25,1,0.0,1.0,1
368,,,3,2,0,0,0,1,7.2292,0,1.0,0.0,1
369,,,3,3,0,0,0,2,7.75,0,1.0,0.0,1
370,24.0,6.0,1,2,0,0,0,7,69.3,0,1.0,1.0,1
371,25.0,7.0,1,2,1,0,1,0,55.4417,1,0.0,1.0,1
372,18.0,5.0,3,1,1,0,1,0,6.4958,1,0.0,0.0,0
373,19.0,5.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
374,22.0,6.0,1,2,0,0,1,0,135.6333,0,1.0,0.0,0
375,3.0,2.0,3,1,3,1,0,2,21.075,4,0.0,0.0,0
376,,,1,2,1,0,0,1,82.1708,1,0.0,0.0,1
377,22.0,6.0,3,1,0,0,0,2,7.25,0,1.0,0.0,1
378,27.0,7.0,1,2,0,2,1,0,211.5,2,0.0,1.0,0
379,20.0,6.0,3,2,0,0,1,0,4.0125,0,1.0,0.0,0
380,19.0,5.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
381,42.0,10.0,1,2,0,0,0,2,227.525,0,1.0,0.0,1
382,1.0,2.0,3,2,0,2,0,2,15.7417,2,0.0,0.0,1
383,32.0,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
384,35.0,9.0,1,1,1,0,0,1,52.0,1,0.0,0.0,1
385,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
386,18.0,5.0,2,1,0,0,1,0,73.5,0,1.0,0.0,0
387,1.0,2.0,3,1,5,2,1,3,46.9,7,0.0,0.0,0
388,36.0,9.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
389,,,3,3,0,0,1,0,7.7292,0,1.0,0.0,0
390,17.0,5.0,2,2,0,0,0,2,12.0,0,1.0,0.0,1
391,36.0,9.0,1,1,1,2,1,0,120.0,3,0.0,1.0,1
392,21.0,6.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,1
393,28.0,7.0,3,1,2,0,1,0,7.925,2,0.0,0.0,0
394,23.0,6.0,1,2,1,0,0,2,113.275,1,0.0,1.0,1
395,24.0,6.0,3,1,0,2,0,1,16.7,2,0.0,1.0,1
396,22.0,6.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
397,31.0,8.0,3,1,0,0,0,2,7.8542,0,1.0,0.0,0
398,46.0,11.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
399,23.0,6.0,2,1,0,0,1,6,10.5,0,1.0,0.0,0
400,28.0,7.0,2,1,0,0,0,1,12.65,0,1.0,0.0,1
401,39.0,9.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
402,26.0,7.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
403,21.0,6.0,3,1,1,0,0,2,9.825,1,0.0,0.0,0
404,28.0,7.0,3,1,1,0,1,0,15.85,1,0.0,0.0,0
405,20.0,6.0,3,1,0,0,0,2,8.6625,0,1.0,0.0,0
406,34.0,8.0,2,1,1,0,1,0,21.0,1,0.0,0.0,0
407,51.0,12.0,3,1,0,0,1,0,7.75,0,1.0,0.0,0
408,3.0,2.0,2,1,1,1,1,3,18.75,2,0.0,0.0,1
409,21.0,6.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
410,,,3,1,3,1,0,2,25.4667,4,0.0,0.0,0
411,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
412,,,3,3,0,0,1,0,6.8583,0,1.0,0.0,0
413,33.0,8.0,1,3,1,0,0,2,90.0,1,0.0,1.0,1
414,,,2,1,0,0,1,0,0.0,0,1.0,0.0,0
415,44.0,10.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
416,,,3,1,0,0,0,1,8.05,0,1.0,0.0,0
417,34.0,8.0,2,1,1,1,0,1,32.5,2,0.0,0.0,1
418,18.0,5.0,2,1,0,2,0,2,13.0,2,0.0,0.0,1
419,30.0,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
420,10.0,4.0,3,1,0,2,0,2,24.15,2,0.0,0.0,0
421,,,3,2,0,0,1,0,7.8958,0,1.0,0.0,0
422,21.0,6.0,3,3,0,0,1,0,7.7333,0,1.0,0.0,0
423,29.0,7.0,3,1,0,0,1,0,7.875,0,1.0,0.0,0
424,28.0,7.0,3,1,1,1,0,1,14.4,2,0.0,0.0,0
425,18.0,5.0,3,1,1,1,1,0,20.2125,2,0.0,0.0,0
426,,,3,1,0,0,1,0,7.25,0,1.0,0.0,0
427,28.0,7.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
428,19.0,5.0,2,1,0,0,0,2,26.0,0,1.0,0.0,1
429,,,3,3,0,0,1,0,7.75,0,1.0,0.0,0
430,32.0,8.0,3,1,0,0,1,0,8.05,0,1.0,1.0,1
431,28.0,7.0,1,1,0,0,1,0,26.55,0,1.0,1.0,1
432,,,3,1,1,0,0,1,16.1,1,0.0,0.0,1
433,42.0,10.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
434,17.0,5.0,3,1,0,0,1,0,7.125,0,1.0,0.0,0
435,50.0,12.0,1,1,1,0,1,0,55.9,1,0.0,1.0,0
436,14.0,4.0,1,1,1,2,0,2,120.0,3,0.0,1.0,1
437,21.0,6.0,3,1,2,2,0,2,34.375,4,0.0,0.0,0
438,24.0,6.0,2,1,2,3,0,1,18.75,5,0.0,0.0,1
439,64.0,14.0,1,1,1,4,1,0,263.0,5,0.0,1.0,0
440,31.0,8.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
441,45.0,11.0,2,1,1,1,0,1,26.25,2,0.0,0.0,1
442,20.0,6.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
443,25.0,7.0,3,1,1,0,1,0,7.775,1,0.0,0.0,0
444,28.0,7.0,2,1,0,0,0,8,13.0,0,1.0,0.0,1
445,,,3,1,0,0,1,0,8.1125,0,1.0,0.0,1
446,4.0,2.0,1,1,0,2,1,3,81.8583,2,0.0,1.0,1
447,13.0,4.0,2,1,0,1,0,2,19.5,1,0.0,0.0,1
448,34.0,8.0,1,1,0,0,1,0,26.55,0,1.0,0.0,1
449,5.0,3.0,3,2,2,1,0,2,19.2583,3,0.0,0.0,1
450,52.0,12.0,1,1,0,0,1,9,30.5,0,1.0,1.0,1
451,36.0,9.0,2,1,1,2,1,0,27.75,3,0.0,0.0,0
452,,,3,1,1,0,1,0,19.9667,1,0.0,0.0,0
453,30.0,8.0,1,2,0,0,1,0,27.75,0,1.0,1.0,0
454,49.0,11.0,1,2,1,0,1,0,89.1042,1,0.0,1.0,1
455,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
456,29.0,7.0,3,2,0,0,1,0,7.8958,0,1.0,0.0,1
457,65.0,15.0,1,1,0,0,1,0,26.55,0,1.0,1.0,0
458,,,1,1,1,0,0,1,51.8625,1,0.0,1.0,1
459,50.0,12.0,2,1,0,0,0,2,10.5,0,1.0,0.0,1
460,,,3,3,0,0,1,0,7.75,0,1.0,0.0,0
461,48.0,11.0,1,1,0,0,1,0,26.55,0,1.0,1.0,1
462,34.0,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
463,47.0,11.0,1,1,0,0,1,0,38.5,0,1.0,1.0,0
464,48.0,11.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
465,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
466,38.0,9.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
467,,,2,1,0,0,1,0,0.0,0,1.0,0.0,0
468,56.0,13.0,1,1,0,0,1,0,26.55,0,1.0,0.0,0
469,,,3,3,0,0,1,0,7.725,0,1.0,0.0,0
470,0.75,1.0,3,2,2,1,0,2,19.2583,3,0.0,0.0,1
471,,,3,1,0,0,1,0,7.25,0,1.0,0.0,0
472,38.0,9.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
473,33.0,8.0,2,1,1,2,0,1,27.75,3,0.0,0.0,1
474,23.0,6.0,2,2,0,0,0,1,13.7917,0,1.0,1.0,1
475,22.0,6.0,3,1,0,0,0,2,9.8375,0,1.0,0.0,0
476,,,1,1,0,0,1,0,52.0,0,1.0,1.0,0
477,34.0,8.0,2,1,1,0,1,0,21.0,1,0.0,0.0,0
478,29.0,7.0,3,1,1,0,1,0,7.0458,1,0.0,0.0,0
479,22.0,6.0,3,1,0,0,1,0,7.5208,0,1.0,0.0,0
480,2.0,2.0,3,1,0,1,0,2,12.2875,1,0.0,0.0,1
481,9.0,3.0,3,1,5,2,1,3,46.9,7,0.0,0.0,0
482,,,2,1,0,0,1,0,0.0,0,1.0,0.0,0
483,50.0,12.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
484,63.0,14.0,3,1,0,0,0,1,9.5875,0,1.0,0.0,1
485,25.0,7.0,1,2,1,0,1,0,91.0792,1,0.0,1.0,1
486,,,3,1,3,1,0,2,25.4667,4,0.0,0.0,0
487,35.0,9.0,1,1,1,0,0,1,90.0,1,0.0,1.0,1
488,58.0,13.0,1,2,0,0,1,0,29.7,0,1.0,1.0,0
489,30.0,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
490,9.0,3.0,3,1,1,1,1,3,15.9,2,0.0,0.0,1
491,,,3,1,1,0,1,0,19.9667,1,0.0,0.0,0
492,21.0,6.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
493,55.0,13.0,1,1,0,0,1,0,30.5,0,1.0,1.0,0
494,71.0,16.0,1,2,0,0,1,0,49.5042,0,1.0,0.0,0
495,21.0,6.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
496,,,3,2,0,0,1,0,14.4583,0,1.0,0.0,0
497,54.0,12.0,1,2,1,0,0,2,78.2667,1,0.0,1.0,1
498,,,3,1,0,0,1,0,15.1,0,1.0,0.0,0
499,25.0,7.0,1,1,1,2,0,1,151.55,3,0.0,1.0,0
500,24.0,6.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
501,17.0,5.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
502,21.0,6.0,3,3,0,0,0,2,7.75,0,1.0,0.0,0
503,,,3,3,0,0,0,2,7.6292,0,1.0,0.0,0
504,37.0,9.0,3,1,0,0,0,2,9.5875,0,1.0,0.0,0
505,16.0,5.0,1,1,0,0,0,2,86.5,0,1.0,1.0,1
506,18.0,5.0,1,2,1,0,1,0,108.9,1,0.0,1.0,0
507,33.0,8.0,2,1,0,2,0,1,26.0,2,0.0,0.0,1
508,,,1,1,0,0,1,0,26.55,0,1.0,0.0,1
509,28.0,7.0,3,1,0,0,1,0,22.525,0,1.0,0.0,0
510,26.0,7.0,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
511,29.0,7.0,3,3,0,0,1,0,7.75,0,1.0,0.0,1
512,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
513,36.0,9.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
514,54.0,12.0,1,2,1,0,0,1,59.4,1,0.0,0.0,1
515,24.0,6.0,3,1,0,0,1,0,7.4958,0,1.0,0.0,0
516,47.0,11.0,1,1,0,0,1,0,34.0208,0,1.0,1.0,0
517,34.0,8.0,2,1,0,0,0,1,10.5,0,1.0,1.0,1
518,,,3,3,0,0,1,0,24.15,0,1.0,0.0,0
519,36.0,9.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
520,32.0,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
521,30.0,8.0,1,1,0,0,0,2,93.5,0,1.0,1.0,1
522,22.0,6.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
523,,,3,2,0,0,1,0,7.225,0,1.0,0.0,0
524,44.0,10.0,1,2,0,1,0,1,57.9792,1,0.0,1.0,1
525,,,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
526,40.5,10.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
527,50.0,12.0,2,1,0,0,0,2,10.5,0,1.0,0.0,1
528,,,1,1,0,0,1,0,221.7792,0,1.0,1.0,0
529,39.0,9.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
530,23.0,6.0,2,1,2,1,1,0,11.5,3,0.0,0.0,0
531,2.0,2.0,2,1,1,1,0,2,26.0,2,0.0,0.0,1
532,,,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
533,17.0,5.0,3,2,1,1,1,0,7.2292,2,0.0,0.0,0
534,,,3,2,0,2,0,1,22.3583,2,0.0,0.0,1
535,30.0,8.0,3,1,0,0,0,2,8.6625,0,1.0,0.0,0
536,7.0,3.0,2,1,0,2,0,2,26.25,2,0.0,0.0,1
537,45.0,11.0,1,1,0,0,1,9,26.55,0,1.0,1.0,0
538,30.0,8.0,1,2,0,0,0,2,106.425,0,1.0,0.0,1
539,,,3,1,0,0,1,0,14.5,0,1.0,0.0,0
540,22.0,6.0,1,2,0,2,0,2,49.5,2,0.0,1.0,1
541,36.0,9.0,1,1,0,2,0,2,71.0,2,0.0,1.0,1
542,9.0,3.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
543,11.0,4.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
544,32.0,8.0,2,1,1,0,1,0,26.0,1,0.0,0.0,1
545,50.0,12.0,1,2,1,0,1,0,106.425,1,0.0,1.0,0
546,64.0,14.0,1,1,0,0,1,0,26.0,0,1.0,0.0,0
547,19.0,5.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
548,,,2,2,0,0,1,0,13.8625,0,1.0,0.0,1
549,33.0,8.0,3,1,1,1,1,0,20.525,2,0.0,0.0,0
550,8.0,3.0,2,1,1,1,1,3,36.75,2,0.0,0.0,1
551,17.0,5.0,1,2,0,2,1,0,110.8833,2,0.0,1.0,1
552,27.0,7.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
553,,,3,3,0,0,1,0,7.8292,0,1.0,0.0,0
554,22.0,6.0,3,2,0,0,1,0,7.225,0,1.0,0.0,1
555,22.0,6.0,3,1,0,0,0,2,7.775,0,1.0,0.0,1
556,62.0,14.0,1,1,0,0,1,0,26.55,0,1.0,0.0,0
557,48.0,11.0,1,2,1,0,0,10,39.6,1,0.0,1.0,1
558,,,1,2,0,0,1,0,227.525,0,1.0,0.0,0
559,39.0,9.0,1,1,1,1,0,1,79.65,2,0.0,1.0,1
560,36.0,9.0,3,1,1,0,0,1,17.4,1,0.0,0.0,1
561,,,3,3,0,0,1,0,7.75,0,1.0,0.0,0
562,40.0,10.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
563,28.0,7.0,2,1,0,0,1,0,13.5,0,1.0,0.0,0
564,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
565,,,3,1,0,0,0,2,8.05,0,1.0,0.0,0
566,24.0,6.0,3,1,2,0,1,0,24.15,2,0.0,0.0,0
567,19.0,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
568,29.0,7.0,3,1,0,4,0,1,21.075,4,0.0,0.0,0
569,,,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
570,32.0,8.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,1
571,62.0,14.0,2,1,0,0,1,0,10.5,0,1.0,0.0,1
572,53.0,12.0,1,1,2,0,0,1,51.4792,2,0.0,1.0,1
573,36.0,9.0,1,1,0,0,1,0,26.3875,0,1.0,1.0,1
574,,,3,3,0,0,0,2,7.75,0,1.0,0.0,1
575,16.0,5.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
576,19.0,5.0,3,1,0,0,1,0,14.5,0,1.0,0.0,0
577,34.0,8.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
578,39.0,9.0,1,1,1,0,0,1,55.9,1,0.0,1.0,1
579,,,3,2,1,0,0,1,14.4583,1,0.0,0.0,0
580,32.0,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
581,25.0,7.0,2,1,1,1,0,2,30.0,2,0.0,0.0,1
582,39.0,9.0,1,2,1,1,0,1,110.8833,2,0.0,1.0,1
583,54.0,12.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
584,36.0,9.0,1,2,0,0,1,0,40.125,0,1.0,1.0,0
585,,,3,2,0,0,1,0,8.7125,0,1.0,0.0,0
586,18.0,5.0,1,1,0,2,0,2,79.65,2,0.0,1.0,1
587,47.0,11.0,2,1,0,0,1,0,15.0,0,1.0,0.0,0
588,60.0,14.0,1,2,1,1,1,0,79.2,2,0.0,1.0,1
589,22.0,6.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
590,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
591,35.0,9.0,3,1,0,0,1,0,7.125,0,1.0,0.0,0
592,52.0,12.0,1,2,1,0,0,1,78.2667,1,0.0,1.0,1
593,47.0,11.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
594,,,3,3,0,2,0,2,7.75,2,0.0,0.0,0
