PassageiroId,Idade,FaixaEtaria,Classe,PortoEmbarqueNum,ParentesIrmao,ParentesFilhos,SexoNum,SaudacaoNum,PassagemPreco,FamiliaQtde,EstaSozinho,TemCabine,Sobreviventes
595,37.0,9.0,2,1,1,0,1,0,26.0,1,0.0,0.0,0
596,36.0,9.0,3,1,1,1,1,0,24.15,2,0.0,0.0,0
597,,,2,1,0,0,0,2,33.0,0,1.0,0.0,1
598,49.0,11.0,3,1,0,0,1,0,0.0,0,1.0,0.0,0
599,,,3,2,0,0,1,0,7.225,0,1.0,0.0,0
600,49.0,11.0,1,2,1,0,1,11,56.9292,1,0.0,1.0,1
601,24.0,6.0,2,1,2,1,0,1,27.0,3,0.0,0.0,1
602,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
603,,,1,1,0,0,1,0,42.4,0,1.0,0.0,0
604,44.0,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
605,35.0,9.0,1,2,0,0,1,0,26.55,0,1.0,0.0,1
606,36.0,9.0,3,1,1,0,1,0,15.55,1,0.0,0.0,0
607,30.0,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
608,27.0,7.0,1,1,0,0,1,0,30.5,0,1.0,0.0,1
609,22.0,6.0,2,2,1,2,0,1,41.5792,3,0.0,0.0,1
610,40.0,10.0,1,1,0,0,0,2,153.4625,0,1.0,1.0,1
611,39.0,9.0,3,1,1,5,0,1,31.275,6,0.0,0.0,0
612,,,3,1,0,0,1,0,7.05,0,1.0,0.0,0
613,,,3,3,1,0,0,2,15.5,1,0.0,0.0,1
614,,,3,3,0,0,1,0,7.75,0,1.0,0.0,0
615,35.0,9.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
616,24.0,6.0,2,1,1,2,0,2,65.0,3,0.0,0.0,1
617,34.0,8.0,3,1,1,1,1,0,14.4,2,0.0,0.0,0
618,26.0,7.0,3,1,1,0,0,1,16.1,1,0.0,0.0,0
619,4.0,2.0,2,1,2,1,0,2,39.0,3,0.0,1.0,1
620,26.0,7.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
621,27.0,7.0,3,2,1,0,1,0,14.4542,1,0.0,0.0,0
622,42.0,10.0,1,1,1,0,1,0,52.5542,1,0.0,1.0,1
623,20.0,6.0,3,2,1,1,1,0,15.7417,2,0.0,0.0,1
624,21.0,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
625,21.0,6.0,3,1,0,0,1,0,16.1,0,1.0,0.0,0
626,61.0,14.0,1,1,0,0,1,0,32.3208,0,1.0,1.0,0
627,57.0,13.0,2,3,0,0,1,5,12.35,0,1.0,0.0,0
628,21.0,6.0,1,1,0,0,0,2,77.9583,0,1.0,1.0,1
629,26.0,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
630,,,3,3,0,0,1,0,7.7333,0,1.0,0.0,0
631,80.0,18.0,1,1,0,0,1,0,30.0,0,1.0,1.0,1
632,51.0,12.0,3,1,0,0,1,0,7.0542,0,1.0,0.0,0
633,32.0,8.0,1,2,0,0,1,6,30.5,0,1.0,1.0,1
634,,,1,1,0,0,1,0,0.0,0,1.0,0.0,0
635,9.0,3.0,3,1,3,2,0,2,27.9,5,0.0,0.0,0
636,28.0,7.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
637,32.0,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
638,31.0,8.0,2,1,1,1,1,0,26.25,2,0.0,0.0,0
639,41.0,10.0,3,1,0,5,0,1,39.6875,5,0.0,0.0,0
640,,,3,1,1,0,1,0,16.1,1,0.0,0.0,0
641,20.0,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
642,24.0,6.0,1,2,0,0,0,12,69.3,0,1.0,1.0,1
643,2.0,2.0,3,1,3,2,0,2,27.9,5,0.0,0.0,0
644,,,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
645,0.75,1.0,3,2,2,1,0,2,19.2583,3,0.0,0.0,1
646,48.0,11.0,1,2,1,0,1,0,76.7292,1,0.0,1.0,1
647,19.0,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
648,56.0,13.0,1,2,0,0,1,13,35.5,0,1.0,1.0,1
649,,,3,1,0,0,1,0,7.55,0,1.0,0.0,0
650,23.0,6.0,3,1,0,0,0,2,7.55,0,1.0,0.0,1
651,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
652,18.0,5.0,2,1,0,1,0,2,23.0,1,0.0,0.0,1
653,21.0,6.0,3,1,0,0,1,0,8.4333,0,1.0,0.0,0
654,,,3,3,0,0,0,2,7.8292,0,1.0,0.0,1
655,18.0,5.0,3,3,0,0,0,2,6.75,0,1.0,0.0,0
656,24.0,6.0,2,1,2,0,1,0,73.5,2,0.0,0.0,0
657,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
658,32.0,8.0,3,3,1,1,0,1,15.5,2,0.0,0.0,0
659,23.0,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
660,58.0,13.0,1,2,0,2,1,0,113.275,2,0.0,1.0,0
661,50.0,12.0,1,1,2,0,1,6,133.65,2,0.0,0.0,1
662,40.0,10.0,3,2,0,0,1,0,7.225,0,1.0,0.0,0
663,47.0,11.0,1,1,0,0,1,0,25.5875,0,1.0,1.0,0
664,36.0,9.0,3,1,0,0,1,0,7.4958,0,1.0,0.0,0
665,20.0,6.0,3,1,1,0,1,0,7.925,1,0.0,0.0,1
666,32.0,8.0,2,1,2,0,1,0,73.5,2,0.0,0.0,0
667,25.0,7.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
668,,,3,1,0,0,1,0,7.775,0,1.0,0.0,0
669,43.0,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
670,,,1,1,1,0,0,1,52.0,1,0.0,1.0,1
671,40.0,10.0,2,1,1,1,0,1,39.0,2,0.0,0.0,1
672,31.0,8.0,1,1,1,0,1,0,52.0,1,0.0,1.0,0
673,70.0,16.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
674,31.0,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,1
675,,,2,1,0,0,1,0,0.0,0,1.0,0.0,0
676,18.0,5.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
677,24.5,6.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
678,18.0,5.0,3,1,0,0,0,2,9.8417,0,1.0,0.0,1
679,43.0,10.0,3,1,1,6,0,1,46.9,7,0.0,0.0,0
680,36.0,9.0,1,2,0,1,1,0,512.3292,1,0.0,1.0,1
681,,,3,3,0,0,0,2,8.1375,0,1.0,0.0,0
682,27.0,7.0,1,2,0,0,1,0,76.7292,0,1.0,1.0,1
683,20.0,6.0,3,1,0,0,1,0,9.225,0,1.0,0.0,0
684,14.0,4.0,3,1,5,2,1,0,46.9,7,0.0,0.0,0
685,60.0,14.0,2,1,1,1,1,0,39.0,2,0.0,0.0,0
686,25.0,7.0,2,2,1,2,1,0,41.5792,3,0.0,0.0,0
687,14.0,4.0,3,1,4,1,1,0,39.6875,5,0.0,0.0,0
688,19.0,5.0,3,1,0,0,1,0,10.1708,0,1.0,0.0,0
689,18.0,5.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
690,15.0,5.0,1,1,0,1,0,2,211.3375,1,0.0,1.0,1
691,31.0,8.0,1,1,1,0,1,0,57.0,1,0.0,1.0,1
692,4.0,2.0,3,2,0,1,0,2,13.4167,1,0.0,0.0,1
693,,,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
694,25.0,7.0,3,2,0,0,1,0,7.225,0,1.0,0.0,0
695,60.0,14.0,1,1,0,0,1,13,26.55,0,1.0,0.0,0
696,52.0,12.0,2,1,0,0,1,0,13.5,0,1.0,0.0,0
697,44.0,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
698,,,3,3,0,0,0,2,7.7333,0,1.0,0.0,1
699,49.0,11.0,1,2,1,1,1,0,110.8833,2,0.0,1.0,0
700,42.0,10.0,3,1,0,0,1,0,7.65,0,1.0,1.0,0
701,18.0,5.0,1,2,1,0,0,1,227.525,1,0.0,1.0,1
702,35.0,9.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
703,18.0,5.0,3,2,0,1,0,2,14.4542,1,0.0,0.0,0
704,25.0,7.0,3,3,0,0,1,0,7.7417,0,1.0,0.0,0
705,26.0,7.0,3,1,1,0,1,0,7.8542,1,0.0,0.0,0
706,39.0,9.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
707,45.0,11.0,2,1,0,0,0,1,13.5,0,1.0,0.0,1
708,42.0,10.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
709,22.0,6.0,1,1,0,0,0,2,151.55,0,1.0,0.0,1
710,,,3,2,1,1,1,3,15.2458,2,0.0,0.0,1
711,24.0,6.0,1,2,0,0,0,12,49.5042,0,1.0,1.0,1
712,,,1,1,0,0,1,0,26.55,0,1.0,1.0,0
713,48.0,11.0,1,1,1,0,1,0,52.0,1,0.0,1.0,1
714,29.0,7.0,3,1,0,0,1,0,9.4833,0,1.0,0.0,0
715,52.0,12.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
716,19.0,5.0,3,1,0,0,1,0,7.65,0,1.0,1.0,0
717,38.0,9.0,1,2,0,0,0,2,227.525,0,1.0,1.0,1
718,27.0,7.0,2,1,0,0,0,2,10.5,0,1.0,1.0,1
719,,,3,3,0,0,1,0,15.5,0,1.0,0.0,0
720,33.0,8.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
721,6.0,3.0,2,1,0,1,0,2,33.0,1,0.0,0.0,1
722,17.0,5.0,3,1,1,0,1,0,7.0542,1,0.0,0.0,0
723,34.0,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
724,50.0,12.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
725,27.0,7.0,1,1,1,0,1,0,53.1,1,0.0,1.0,1
726,20.0,6.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
727,30.0,8.0,2,1,3,0,0,1,21.0,3,0.0,0.0,1
728,,,3,3,0,0,0,2,7.7375,0,1.0,0.0,1
729,25.0,7.0,2,1,1,0,1,0,26.0,1,0.0,0.0,0
730,25.0,7.0,3,1,1,0,0,2,7.925,1,0.0,0.0,0
731,29.0,7.0,1,1,0,0,0,2,211.3375,0,1.0,1.0,1
732,11.0,4.0,3,2,0,0,1,0,18.7875,0,1.0,0.0,0
733,,,2,1,0,0,1,0,0.0,0,1.0,0.0,0
734,23.0,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
735,23.0,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
736,28.5,7.0,3,1,0,0,1,0,16.1,0,1.0,0.0,0
737,48.0,11.0,3,1,1,3,0,1,34.375,4,0.0,0.0,0
738,35.0,9.0,1,2,0,0,1,0,512.3292,0,1.0,1.0,1
739,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
740,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
741,,,1,1,0,0,1,0,30.0,0,1.0,1.0,1
742,36.0,9.0,1,1,1,0,1,0,78.85,1,0.0,1.0,0
743,21.0,6.0,1,2,2,2,0,2,262.375,4,0.0,1.0,1
744,24.0,6.0,3,1,1,0,1,0,16.1,1,0.0,0.0,0
745,31.0,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
746,70.0,16.0,1,1,1,1,1,14,71.0,2,0.0,1.0,0
747,16.0,5.0,3,1,1,1,1,0,20.25,2,0.0,0.0,0
748,30.0,8.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
749,19.0,5.0,1,1,1,0,1,0,53.1,1,0.0,1.0,0
750,31.0,8.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
751,4.0,2.0,2,1,1,1,0,2,23.0,2,0.0,0.0,1
752,6.0,3.0,3,1,0,1,1,3,12.475,1,0.0,1.0,1
753,33.0,8.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
754,23.0,6.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
755,48.0,11.0,2,1,1,2,0,1,65.0,3,0.0,0.0,1
756,0.67,1.0,2,1,1,1,1,3,14.5,2,0.0,0.0,1
757,28.0,7.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
758,18.0,5.0,2,1,0,0,1,0,11.5,0,1.0,0.0,0
759,34.0,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
760,33.0,8.0,1,1,0,0,0,15,86.5,0,1.0,1.0,1
761,,,3,1,0,0,1,0,14.5,0,1.0,0.0,0
762,41.0,10.0,3,1,0,0,1,0,7.125,0,1.0,0.0,0
763,20.0,6.0,3,2,0,0,1,0,7.2292,0,1.0,0.0,1
764,36.0,9.0,1,1,1,2,0,1,120.0,3,0.0,1.0,1
765,16.0,5.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
766,51.0,12.0,1,1,1,0,0,1,77.9583,1,0.0,1.0,1
767,,,1,2,0,0,1,6,39.6,0,1.0,0.0,0
768,30.5,8.0,3,3,0,0,0,2,7.75,0,1.0,0.0,0
769,,,3,3,1,0,1,0,24.15,1,0.0,0.0,0
770,32.0,8.0,3,1,0,0,1,0,8.3625,0,1.0,0.0,0
771,24.0,6.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
772,48.0,11.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
773,57.0,13.0,2,1,0,0,0,1,10.5,0,1.0,1.0,0
774,,,3,2,0,0,1,0,7.225,0,1.0,0.0,0
775,54.0,12.0,2,1,1,3,0,1,23.0,4,0.0,0.0,1
776,18.0,5.0,3,1,0,0,1,0,7.75,0,1.0,0.0,0
777,,,3,3,0,0,1,0,7.75,0,1.0,1.0,0
778,5.0,3.0,3,1,0,0,0,2,12.475,0,1.0,0.0,1
779,,,3,3,0,0,1,0,7.7375,0,1.0,0.0,0
780,43.0,10.0,1,1,0,1,0,1,211.3375,1,0.0,1.0,1
781,13.0,4.0,3,2,0,0,0,2,7.2292,0,1.0,0.0,1
782,17.0,5.0,1,1,1,0,0,1,57.0,1,0.0,1.0,1
783,29.0,7.0,1,1,0,0,1,0,30.0,0,1.0,1.0,0
784,,,3,1,1,2,1,0,23.45,3,0.0,0.0,0
785,25.0,7.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
786,25.0,7.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
787,18.0,5.0,3,1,0,0,0,2,7.4958,0,1.0,0.0,1
788,8.0,3.0,3,3,4,1,1,3,29.125,5,0.0,0.0,0
789,1.0,2.0,3,1,1,2,1,3,20.575,3,0.0,0.0,1
790,46.0,11.0,1,2,0,0,1,0,79.2,0,1.0,1.0,0
791,,,3,3,0,0,1,0,7.75,0,1.0,0.0,0
792,16.0,5.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
793,,,3,1,8,2,0,2,69.55,10,0.0,0.0,0
794,,,1,2,0,0,1,0,30.6958,0,1.0,0.0,0
795,25.0,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
796,39.0,9.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
797,49.0,11.0,1,1,0,0,0,6,25.9292,0,1.0,1.0,1
798,31.0,8.0,3,1,0,0,0,1,8.6833,0,1.0,0.0,1
799,30.0,8.0,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
800,30.0,8.0,3,1,1,1,0,1,24.15,2,0.0,0.0,0
801,34.0,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
802,31.0,8.0,2,1,1,1,0,1,26.25,2,0.0,0.0,1
803,11.0,4.0,1,1,1,2,1,3,120.0,3,0.0,1.0,1
804,0.42,1.0,3,2,0,1,1,3,8.5167,1,0.0,0.0,1
805,27.0,7.0,3,1,0,0,1,0,6.975,0,1.0,0.0,1
806,31.0,8.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
807,39.0,9.0,1,1,0,0,1,0,0.0,0,1.0,1.0,0
808,18.0,5.0,3,1,0,0,0,2,7.775,0,1.0,0.0,0
809,39.0,9.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
810,33.0,8.0,1,1,1,0,0,1,53.1,1,0.0,1.0,1
811,26.0,7.0,3,1,0,0,1,0,7.8875,0,1.0,0.0,0
812,39.0,9.0,3,1,0,0,1,0,24.15,0,1.0,0.0,0
813,35.0,9.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
814,6.0,3.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
815,30.5,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
816,,,1,1,0,0,1,0,0.0,0,1.0,1.0,0
817,23.0,6.0,3,1,0,0,0,2,7.925,0,1.0,0.0,0
818,31.0,8.0,2,2,1,1,1,0,37.0042,2,0.0,0.0,0
819,43.0,10.0,3,1,0,0,1,0,6.45,0,1.0,0.0,0
820,10.0,4.0,3,1,3,2,1,3,27.9,5,0.0,0.0,0
821,52.0,12.0,1,1,1,1,0,1,93.5,2,0.0,1.0,1
822,27.0,7.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,1
823,38.0,9.0,1,1,0,0,1,16,0.0,0,1.0,0.0,0
824,27.0,7.0,3,1,0,1,0,1,12.475,1,0.0,1.0,1
825,2.0,2.0,3,1,4,1,1,3,39.6875,5,0.0,0.0,0
826,,,3,3,0,0,1,0,6.95,0,1.0,0.0,0
827,,,3,1,0,0,1,0,56.4958,0,1.0,0.0,0
828,1.0,2.0,2,2,0,2,1,3,37.0042,2,0.0,0.0,1
829,,,3,3,0,0,1,0,7.75,0,1.0,0.0,1
830,62.0,14.0,1,4,0,0,0,1,80.0,0,1.0,1.0,1
831,15.0,5.0,3,2,1,0,0,1,14.4542,1,0.0,0.0,1
832,0.83,1.0,2,1,1,1,1,3,18.75,2,0.0,0.0,1
833,,,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
834,23.0,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
835,18.0,5.0,3,1,0,0,1,0,8.3,0,1.0,0.0,0
836,39.0,9.0,1,2,1,1,0,2,83.1583,2,0.0,1.0,1
837,21.0,6.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
838,,,3,1,0,0,1,0,8.05,0,1.0,0.0,0
839,32.0,8.0,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
840,,,1,2,0,0,1,0,29.7,0,1.0,1.0,1
841,20.0,6.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
842,16.0,5.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
843,30.0,8.0,1,2,0,0,0,2,31.0,0,1.0,0.0,1
844,34.5,8.0,3,2,0,0,1,0,6.4375,0,1.0,0.0,0
845,17.0,5.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
846,42.0,10.0,3,1,0,0,1,0,7.55,0,1.0,0.0,0
847,,,3,1,8,2,1,0,69.55,10,0.0,0.0,0
848,35.0,9.0,3,2,0,0,1,0,7.8958,0,1.0,0.0,0
849,28.0,7.0,2,1,0,1,1,5,33.0,1,0.0,0.0,0
850,,,1,2,1,0,0,1,89.1042,1,0.0,1.0,1
851,4.0,2.0,3,1,4,2,1,3,31.275,6,0.0,0.0,0
852,74.0,16.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
853,9.0,3.0,3,2,1,1,0,2,15.2458,2,0.0,0.0,0
854,16.0,5.0,1,1,0,1,0,2,39.4,1,0.0,1.0,1
855,44.0,10.0,2,1,1,0,0,1,26.0,1,0.0,0.0,0
856,18.0,5.0,3,1,0,1,0,1,9.35,1,0.0,0.0,1
857,45.0,11.0,1,1,1,1,0,1,164.8667,2,0.0,0.0,1
858,51.0,12.0,1,1,0,0,1,0,26.55,0,1.0,1.0,1
859,24.0,6.0,3,2,0,3,0,1,19.2583,3,0.0,0.0,1
860,,,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
861,41.0,10.0,3,1,2,0,1,0,14.1083,2,0.0,0.0,0
862,21.0,6.0,2,1,1,0,1,0,11.5,1,0.0,0.0,0
863,48.0,11.0,1,1,0,0,0,1,25.9292,0,1.0,1.0,1
864,,,3,1,8,2,0,2,69.55,10,0.0,0.0,0
865,24.0,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
866,42.0,10.0,2,1,0,0,0,1,13.0,0,1.0,0.0,1
867,27.0,7.0,2,2,1,0,0,2,13.8583,1,0.0,0.0,1
868,31.0,8.0,1,1,0,0,1,0,50.4958,0,1.0,1.0,0
869,,,3,1,0,0,1,0,9.5,0,1.0,0.0,0
870,4.0,2.0,3,1,1,1,1,3,11.1333,2,0.0,0.0,1
871,26.0,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
872,47.0,11.0,1,1,1,1,0,1,52.5542,2,0.0,1.0,1
873,33.0,8.0,1,1,0,0,1,0,5.0,0,1.0,1.0,0
874,47.0,11.0,3,1,0,0,1,0,9.0,0,1.0,0.0,0
875,28.0,7.0,2,2,1,0,0,1,24.0,1,0.0,0.0,1
876,15.0,5.0,3,2,0,0,0,2,7.225,0,1.0,0.0,1
877,20.0,6.0,3,1,0,0,1,0,9.8458,0,1.0,0.0,0
878,19.0,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
879,,,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
880,56.0,13.0,1,2,0,1,0,1,83.1583,1,0.0,1.0,1
881,25.0,7.0,2,1,0,1,0,1,26.0,1,0.0,0.0,1
882,33.0,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
883,22.0,6.0,3,1,0,0,0,2,10.5167,0,1.0,0.0,0
884,28.0,7.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
885,25.0,7.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
886,39.0,9.0,3,3,0,5,0,1,29.125,5,0.0,0.0,0
887,27.0,7.0,2,1,0,0,1,5,13.0,0,1.0,0.0,0
888,19.0,5.0,1,1,0,0,0,2,30.0,0,1.0,1.0,1
889,,,3,1,1,2,0,2,23.45,3,0.0,0.0,0
890,26.0,7.0,1,2,0,0,1,0,30.0,0,1.0,1.0,1
891,32.0,8.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
